,GiaTien,Hang,DongXe,NamSanXuat,SoKmDaDi,TinhTrang,HopSo,NhienLieu,XuatXu,KieuDang,SoCho,DiaDiem
310,699000000.0,Mazda,6,2018,56000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
313,275000000.0,Mercedes Benz,E Class,2004,120000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
314,193000000.0,Toyota,Vios,2010,58000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Hà Nội
315,468000000.0,Isuzu,Dmax,2015,9000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hà Nội
316,395000000.0,Kia,Rio,2015,68000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
317,88000000.0,Daewoo,Nubira,2005,98848,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
318,115000000.0,Daewoo,Lacetti,2006,88888,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
321,89900000.0,Mitsubishi,Lancer,2004,123456,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
322,230000000.0,Kia,Morning,2013,10000,Cũ,Tự động,Xăng,Trong nước,Hatchback,2,Hà Nội
323,745000000.0,Kia,Sorento,2019,10000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
324,179000000.0,Chevrolet,Vivant,2009,130000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
325,135000000.0,Mazda,626,2005,91000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Hà Nội
327,448000000.0,Kia,Rio,2016,36000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
328,556000000.0,Hyundai,Santa Fe,2010,58000,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
330,187000000.0,Kia,Morning,2014,75000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Đà Nẵng
331,275000000.0,Toyota,Innova,2011,200,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Nghệ An
332,516000000.0,Kia,Cerato,2017,36000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
333,245000000.0,Mitsubishi,Attrage,2015,10,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Đà Nẵng
334,119000000.0,Ssangyong,Musso,2003,10000,Cũ,Số sàn,Dầu,Nhập khẩu,Sedan,8,Hà Nội
335,379000000.0,Nissan,Sunny,2017,68000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
338,555000000.0,Kia,Cerato,2017,60,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
339,179000000.0,Ford,Mondeo,2005,28000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
340,148000000.0,Mitsubishi,Jolie,2004,50000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
341,590000000.0,Mazda,3,2018,20000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
343,205000000.0,Toyota,Innova,2008,50000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Quảng Nam
344,159000000.0,Chevrolet,Spark,2012,5,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Hồ Chí Minh
345,166000000.0,Hyundai,Starex,2005,167000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),6,Hồ Chí Minh
346,215000000.0,Chevrolet,Spark,2017,43000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hà Nội
348,1279000000.0,Mercedes Benz,C Class,2016,36000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
350,384000000.0,Ford,Everest,2011,99999,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Đồng Nai
351,580000000.0,Kia,Cerato,2018,29000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
352,268000000.0,Hyundai,Avante,2006,92000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
353,1680000000.0,Lexus,LS,2010,56000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,4,Hồ Chí Minh
354,136000000.0,Hyundai,Getz,2009,21000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
355,835000000.0,Toyota,Fortuner,2017,62000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,An Giang
356,172000000.0,Chevrolet,Vivant,2008,150000,Cũ,Số sàn,Xăng,Trong nước,SUV / Cross over,7,Bình Định
357,1050000000.0,Ford,Everest,2019,23000,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,An Giang
358,175000000.0,Kia,Morning,2014,10200,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Nghệ An
359,619000000.0,Kia,Sorento,2016,61200,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,7,Hà Nội
360,175000000.0,Kia,Morning,2014,10200,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Nghệ An
361,619000000.0,Kia,Sorento,2016,61200,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,7,Hà Nội
362,425000000.0,Honda,City,2016,58000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
363,769000000.0,Mitsubishi,Outlander,2019,13000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,An Giang
364,,Toyota,Fortuner,2016,85000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Đà Nẵng
365,175000000.0,Kia,Morning,2008,10,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
366,320000000.0,Toyota,Innova,2016,220000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Kiên Giang
367,195000000.0,Ford,Escape,2004,96000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
368,795000000.0,Toyota,Fortuner,2017,62000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Cần Thơ
370,225000000.0,Toyota,Innova,2009,200000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Bà Rịa - Vũng Tàu
371,505000000.0,Hyundai,Santa Fe,2009,10,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Hải Phòng
372,295000000.0,Toyota,Yaris,2008,66,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
373,104000000.0,Chevrolet,Spark,2009,14,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
374,458000000.0,Kia,Rio,2015,41000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hồ Chí Minh
375,398000000.0,Toyota,Corolla Altis,2009,82000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Bắc Giang
378,318000000.0,Nissan,Grand livina,2013,68000,Cũ,Tự động,,Nhập khẩu,,7,Hồ Chí Minh
379,185000000.0,Hyundai,County,2005,5555,Cũ,Số sàn,Dầu,Nhập khẩu,Kiểu dáng khác,Khác,Hồ Chí Minh
380,650000000.0,Lexus,GS,2007,100000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Đà Nẵng
382,59000000.0,Kia,CD5,2000,8963,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Bình Dương
383,395000000.0,Toyota,Innova,2014,131000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),7,Hồ Chí Minh
385,315000000.0,Hyundai,Avante,2011,7,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hải Phòng
386,280000000.0,Hyundai,Avante,2006,66,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
388,365000000.0,Nissan,Sunny,2016,51000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
389,428000000.0,Toyota,Vios,2018,38000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Bình Dương
390,428000000.0,Toyota,Avanza,2018,2562,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),7,Hồ Chí Minh
391,500000000.0,Toyota,Fortuner,2018,80000,Cũ,Số sàn,Dầu,Trong nước,SUV / Cross over,7,Nghệ An
392,350000000.0,Kia,Rio,2017,1,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Bình Dương
393,300000000.0,Nissan,Sunny,2015,20000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
394,172000000.0,Kia,Morning,2014,11100,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Bắc Ninh
396,148000000.0,Kia,Morning,2004,10,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
397,425000000.0,Chevrolet,Colorado,2016,12345,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Đồng Nai
399,780000000.0,Subaru,Forester,2014,70000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
400,507000000.0,Mazda,3,2016,29000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Đà Nẵng
401,565000000.0,Mazda,3,2017,40000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
402,189000000.0,Toyota,Zace,2003,165000,Cũ,Số sàn,Xăng,Trong nước,SUV / Cross over,8,Bình Dương
403,11111000.0,Ford,EcoSport,2019,20000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Đà Nẵng
404,120000000.0,Mercedes Benz,Dòng khác,2005,500000,Cũ,Số sàn,Dầu,Trong nước,Kiểu dáng khác,16,hanh Hóa
405,665000000.0,Toyota,Innova,2019,38000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Hồ Chí Minh
406,1280000000.0,Mercedes Benz,C Class,2018,13000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
407,50000000.0,Chevrolet,Matiz,2004,56789,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Long An
409,325000000.0,Nissan,Tiida,2011,63000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hồ Chí Minh
411,455000000.0,Toyota,Vios,2016,5000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hải Phòng
412,235000000.0,Kia,Morning,2010,150000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
414,110000000.0,Ford,Transit,2005,9999,Cũ,Số sàn,Dầu,Nhập khẩu,Van,7,Hà Nội
415,278000000.0,Toyota,Innova,2007,183000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Hồ Chí Minh
416,1460000000.0,Toyota,Land Cruiser Prado,2014,90000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hà Nội
417,340000000.0,Nissan,Teana,2010,185000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
418,188000000.0,Isuzu,Hi lander,2005,136000,Cũ,Số sàn,Dầu,Nhập khẩu,Hatchback,5,Bình Dương
419,235000000.0,Chevrolet,Lacetti,2010,78000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Lào Cai
421,225000000.0,Kia,Morning,2013,40000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,2,Nghệ An
422,268000000.0,Toyota,Innova,2008,16,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Hà Nội
423,115000000.0,Honda,Accord,1994,8888,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,ây Ninh
424,548000000.0,Ford,Ranger,2017,45000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hà Nội
426,660000000.0,Toyota,Innova,2019,51000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Hồ Chí Minh
427,745000000.0,Ford,Ranger,2017,38200,Cũ,Tự động,Xăng,Nhập khẩu,Pick-up (bán tải),5,hái Nguyên
429,55000000.0,Daewoo,Matiz,2004,19900,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Quảng Ninh
430,50000000.0,Daewoo,Lanos,2001,26590,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,ây Ninh
432,220000000.0,Kia,Morning,2011,20,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hải Phòng
433,515000000.0,Mazda,BT 50,2017,5,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hà Nội
434,288000000.0,Toyota,Innova,2008,158000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Hồ Chí Minh
435,268000000.0,Toyota,Innova,2007,168000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Bình Dương
436,548000000.0,Ford,Ranger,2018,51000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
437,988000000.0,Mazda,CX 8,2019,18000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,ây Ninh
438,395000000.0,Ford,Ranger,2013,70000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Đắk Lắk
440,515000000.0,Mazda,3,2015,56584,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
441,185000000.0,Mercedes Benz,Sprinter,2006,200000,Cũ,Số sàn,Dầu,Trong nước,Van,6,Hồ Chí Minh
442,6300000.0,Hãng khác,Dòng khác,2007,499,Cũ,Số sàn,Dầu,Trong nước,Kiểu dáng khác,2,Đắk Lắk
445,590000000.0,Toyota,Camry,2009,5,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,4,Hà Nội
446,470000000.0,Toyota,Vios,2019,60000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Cần Thơ
447,360000000.0,Honda,Civic,2011,86000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
449,175000000.0,Kia,Morning,2012,888888,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,2,Hà Nội
450,988000000.0,Mazda,CX 8,2020,18000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,8,Hồ Chí Minh
452,158000000.0,Ssangyong,Korando,2004,125456,Cũ,Tự động,Dầu,Nhập khẩu,Hatchback,2,Nghệ An
453,157000000.0,Toyota,Zace,2003,15,Cũ,Số sàn,Xăng,Trong nước,SUV / Cross over,8,Hà Nội
454,705000000.0,Mazda,CX 5,2016,40000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
455,165000000.0,Chevrolet,Spark,2017,60123,Cũ,Số sàn,Xăng,Trong nước,Hatchback,2,Hà Nội
456,300000000.0,Hyundai,Avante,2013,86000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
458,470000000.0,Toyota,RAV4,2008,86000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Bình Định
459,536000000.0,Toyota,Fortuner,2012,68000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,7,Đà Nẵng
461,780000000.0,Mazda,6,2018,15,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Long An
462,30000000.0,Nissan,Bluebird,1986,123456,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,4,Long An
463,1520000000.0,Mercedes Benz,C Class,2017,11000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
464,1090000000.0,BMW,5 Series,2011,92000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hồ Chí Minh
466,175000000.0,Hyundai,Terracan,2003,12345,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
467,589000000.0,Mitsubishi,Xpander,2019,40000,Cũ,Tự động,Xăng,Nhập khẩu,Minivan (MPV),5,Cần Thơ
468,750000000.0,Mercedes Benz,CLA Class,2014,70000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hải Phòng
469,165000000.0,Toyota,Zace,2000,5555,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,8,Hồ Chí Minh
470,820000000.0,Toyota,Fortuner,2017,47000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
471,558000000.0,Honda,Civic,2014,37000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,hái Nguyên
473,150000000.0,Toyota,Dòng khác,2014,60000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,7,Bình Dương
475,330000000.0,Ford,Transit,2015,15000,Cũ,Số sàn,Dầu,Trong nước,Van,5,Bắc Giang
476,52000000.0,Ford,EcoSport,2018,39000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
477,365000000.0,Hyundai,Santa Fe,2007,200000,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Bắc Giang
480,745000000.0,Ford,Ranger,2017,38000,Cũ,Tự động,Xăng,Nhập khẩu,Pick-up (bán tải),5,hái Nguyên
482,930000000.0,Toyota,Land Cruiser Prado,2010,112000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hà Nội
483,369000000.0,Ford,Fiesta,2015,47000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
484,185000000.0,Chevrolet,Spark,2012,47000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Đồng Nai
485,325000000.0,Toyota,Innova,2010,116,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Bình Dương
486,520000000.0,Kia,Rondo,2019,23000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),5,Bình Dương
489,110000000.0,Chevrolet,Spark,2012,11,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hà Nội
490,550000000.0,Chevrolet,Colorado,2017,50000,Cũ,Tự động,Dầu,Nhập khẩu,,5,Bình Phước
491,680000000.0,Mazda,6,2016,56000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Cần Thơ
493,370000000.0,Kia,Carens,2012,60000,Cũ,Tự động,Xăng,Nhập khẩu,Minivan (MPV),7,Hồ Chí Minh
495,95000000.0,Hyundai,Galloper,2003,150000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),2,Đắk Lắk
496,480000000.0,Kia,Rondo,2018,42000,Cũ,Tự động,Xăng,Trong nước,,7,Bình Dương
497,110000000.0,Mitsubishi,Jolie,2003,130000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,7,Hải Dương
498,629000000.0,Mitsubishi,Pajero Sport,2014,80000,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,7,Hà Nội
499,265000000.0,Honda,Civic,2007,100,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,4,ây Ninh
500,429000000.0,Ford,EcoSport,2014,46000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
502,655000000.0,Nissan,Navara,2018,40123,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
504,420000000.0,Mazda,BT 50,2014,76000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
505,486000000.0,Mazda,2,2019,15000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Bình Dương
506,210000000.0,Mazda,3,2006,156000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,4,Hà Nội
507,768000000.0,Honda,CR V,2016,38000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Đồng Nai
508,700000000.0,Ford,Ranger,2016,1234,Cũ,Tự động,Dầu,Trong nước,Pick-up (bán tải),5,Hà Nội
510,345000000.0,Hyundai,Grand i10,2019,35000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Đồng Nai
512,530000000.0,Mazda,3,2017,80000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Lâm Đồng
513,670000000.0,Mercedes Benz,A Class,2013,48000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hồ Chí Minh
514,158000000.0,Hyundai,Elantra,2008,123456,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Bình Dương
515,92000000.0,Fiat,Albea,2007,15000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Hà Nội
517,388000000.0,Hyundai,Avante,2017,38000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Đồng Nai
518,838000000.0,Toyota,Fortuner,2017,51000,Cũ,Số sàn,Dầu,Trong nước,SUV / Cross over,7,Hồ Chí Minh
519,448000000.0,Mazda,2,2017,5000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Bắc Giang
523,620000000.0,Toyota,Fortuner,2014,110000,Cũ,Số sàn,Dầu,Trong nước,SUV / Cross over,7,Hồ Chí Minh
524,988000000.0,Mazda,CX 8,2019,18000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
525,356000000.0,Hyundai,Grand i10,2019,18000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
526,715000000.0,Ford,Ranger,2016,78000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
527,450000000.0,Ford,Ranger,2015,60000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hà Nội
529,650000000.0,Mazda,6,2016,60000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
531,160000000.0,Mitsubishi,Jolie,2005,130000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,8,ây Ninh
532,585000000.0,Hyundai,Tucson,2013,60000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
533,519000000.0,Kia,Rondo,2016,68000,Cũ,Tự động,Dầu,Trong nước,Minivan (MPV),7,Hà Nội
534,165000000.0,Daewoo,Gentra,2009,189,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,An Giang
535,538000000.0,Toyota,Vios,2020,12000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Đồng Nai
536,210000000.0,BMW,5 Series,2003,100000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
538,510000000.0,Ford,Ranger,2016,70000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hà Nội
539,169000000.0,Kia,Morning,2011,90000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,2,Hà Nội
540,169000000.0,Kia,Morning,2011,90000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,2,Hà Nội
541,280000000.0,Chevrolet,Aveo,2018,45,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
543,300000000.0,Hyundai,Grand i10,2016,100000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Bắc Ninh
544,688000000.0,Honda,Civic,2018,38000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Bến Tre
545,455000000.0,Ford,Ranger,2014,80000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Bình Dương
548,87000000.0,Chevrolet,Spark,2009,40000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Đà Nẵng
549,930000000.0,Audi,Q5,2013,90000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,8,Hà Nội
550,79000000.0,Chevrolet,Spark,2009,686868,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hà Nội
551,345000000.0,Toyota,Vios,2012,7000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Tĩnh
552,425000000.0,Toyota,Camry,2008,80000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
553,360000000.0,Toyota,Corolla Altis,2009,110,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,ây Ninh
555,540000000.0,Toyota,Innova,2016,74000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Hồ Chí Minh
556,315000000.0,Ford,Focus,2012,90000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
557,111122000.0,Hyundai,Grand i10,2015,125,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Phú Yên
558,400000000.0,Nissan,Sunny,2018,20000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Đà Nẵng
559,570000000.0,Toyota,Corolla Altis,2015,43000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,hái Bình
560,160000000.0,Hyundai,Dòng khác,2011,20000,Cũ,Số sàn,Xăng,Trong nước,Pick-up (bán tải),5,Lâm Đồng
561,548000000.0,Ford,Ranger,2018,51000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
562,850000000.0,Mercedes Benz,C Class,2014,42385,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
563,830000000.0,Kia,Sedona,2017,33000,Cũ,Tự động,Xăng,Nhập khẩu,Minivan (MPV),7,Đà Nẵng
564,525000000.0,Toyota,Camry,2010,8,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
565,415000000.0,Honda,City,2016,101000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Đắk Lắk
566,405000000.0,Toyota,Vios,2018,39000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
567,3790000000.0,Lexus,RX,2018,15000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
568,328000000.0,Hyundai,Grand i10,2015,55000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Vĩnh Phúc
569,188000000.0,Kia,Morning,2015,800,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Vĩnh Long
571,227000000.0,Hyundai,Grand i10,2014,63000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Bắc Ninh
572,465000000.0,Toyota,Fortuner,2015,55000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Bình Phước
573,909000000.0,Toyota,Camry,2019,19239,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Bình Dương
574,449000000.0,Toyota,Vios,2017,62000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
575,689000000.0,Honda,Civic,2018,34000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Đồng Nai
576,285000000.0,Kia,Morning,2017,15000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hà Nội
577,590000000.0,Toyota,Vios,2020,12000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
578,205000000.0,Kia,Carens,2016,125,Cũ,Số sàn,Xăng,Trong nước,Kiểu dáng khác,7,Phú Yên
579,835000000.0,Toyota,Fortuner,2017,81000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
581,330000000.0,Hyundai,Avante,2012,120000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
583,105000000.0,Chevrolet,Spark,2010,120000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Bà Rịa - Vũng Tàu
584,500000000.0,Ford,Ranger,2015,56000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Đắk Lắk
586,399000000.0,Toyota,Innova,2014,105000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),7,Đồng Nai
587,760000000.0,Toyota,Innova,2017,59000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),7,Hồ Chí Minh
